城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驱车制动类型,前轮胎规格,后轮胎规格,abs,esp,定速巡航,gps,倒车雷达,倒车影像系统
西安,款 1.5T COOPER,未知年份,款,2.54万公里,1.5T,自动,25.38万,19.50万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,6,3832/1727/1450,2495,211,1240,涡轮增压,3缸,136,220,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,195/55 R16,195/55 R16,标配,标配,标配,标配,标配,选配
长沙,标致308 2014款 乐享版 经典 1.6L 手动风尚型,2014,标致308,4.88万公里,1.6L,手动,12.36万,4.87万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,3,4558/1805/1505,2612,565,1325,自然吸气,4缸,117,150,汽油,92号,多点电喷,前置前驱,电子液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,-,-,标配,标配,-
长沙,标致308 2014款 乐享版 经典 1.6L 手动风尚型,2014,标致308,4.88万公里,1.6L,手动,12.36万,4.87万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,3,4558/1805/1505,2612,565,1325,自然吸气,4缸,117,150,汽油,92号,多点电喷,前置前驱,电子液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,-,-,标配,标配,-
长沙,标致308 2014款 乐享版 经典 1.6L 手动风尚型,2014,标致308,4.88万公里,1.6L,手动,12.36万,4.87万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,3,4558/1805/1505,2612,565,1325,自然吸气,4缸,117,150,汽油,92号,多点电喷,前置前驱,电子液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,-,-,标配,标配,-
长沙,标致308 2014款 乐享版 经典 1.6L 手动风尚型,2014,标致308,4.88万公里,1.6L,手动,12.36万,4.87万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,3,4558/1805/1505,2612,565,1325,自然吸气,4缸,117,150,汽油,92号,多点电喷,前置前驱,电子液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,-,-,标配,标配,-
天津,福特 翼搏 2013款 1.5L 自动尊贵型,2013,福特,5.79万公里,1.5L,自动,13.87万,5.20万,国四,1次过户,非运营使用性质,公户产权性质,到店服务看车方式,19,4280/1785/1658,2530,348,1295,自然吸气,4缸,110,140,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,标配
重庆,福特 福睿斯 2015款 1.5L 自动时尚型,2015,福特,10.28万公里,1.5L,自动,13.00万,6.38万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4587/1825/1490,2687,448,1300,自然吸气,4缸,113,142,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
哈尔,现代 悦动 2011款 1.6L 自动舒适型,2011,现代,5.02万公里,1.6L,自动,11.92万,3.98万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,16,4543/1777/1490,2650,475,1215,自然吸气,4缸,123,155,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,185/65 R15,185/65 R15,标配,-,-,标配,-,-
哈尔,现代 悦动 2011款 1.6L 自动舒适型,2011,现代,5.02万公里,1.6L,自动,11.92万,3.98万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,16,4543/1777/1490,2650,475,1215,自然吸气,4缸,123,155,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,185/65 R15,185/65 R15,标配,-,-,标配,-,-
西安,奥迪Q5L 2018款 45 TFSI 尊享时尚型 国V,2018,奥迪Q5L,3.21万公里,2.0T,自动,48.33万,37.80万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,4765/1893/1659,2908,550,1860,涡轮增压,4缸,252,370,汽油,95号,混合喷射,前置四驱,电动助力,五连杆独立悬架,五连杆独立悬架,通风盘式,通风盘式,电子驻车,235/55 R19,235/55 R19,标配,标配,标配,标配,标配,选配
唐山,宝马X1 2013款 sDrive18i 时尚型,2013,宝马X1,3.97万公里,2.0L,自动,30.94万,13.00万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4477/1798/1577,2760,-,1580,自然吸气,4缸,150,200,汽油,95号,多点电喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,五连杆独立悬架,通风盘式,通风盘式,手刹,225/50 R17,225/50 R17,标配,标配,-,标配,标配,-
唐山,宝马X1 2013款 sDrive18i 时尚型,2013,宝马X1,3.97万公里,2.0L,自动,30.94万,13.00万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4477/1798/1577,2760,-,1580,自然吸气,4缸,150,200,汽油,95号,多点电喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,五连杆独立悬架,通风盘式,通风盘式,手刹,225/50 R17,225/50 R17,标配,标配,-,标配,标配,-
长沙,雪佛兰 赛欧 2013款 三厢 1.4L AMT优逸版,2013,雪佛兰,7.71万公里,1.4L,自动,8.23万,2.98万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,37,4249/1690/1503,2465,370,1095,自然吸气,4缸,103,131,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,175/65 R14,175/65 R14,标配,-,-,标配,标配,-
长沙,雪佛兰 科鲁兹 2011款 1.6L SL天地版 AT,2011,雪佛兰,5.65万公里,1.6L,自动,13.88万,3.38万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,34,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,205/60 R16,205/60 R16,标配,-,-,标配,标配,-
北京,别克GL8 2014款 2.4L LT豪华商务行政版,2014,别克GL8,14.8万公里,2.4L,自动,35.81万,16.80万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,7,5266/1878/1800,3088,680,1860,自然吸气,4缸,186,240,汽油,92号,直喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,脚刹,225/60 R17,225/60 R17,标配,标配,标配,标配,标配,-
北京,别克GL8 2014款 2.4L LT豪华商务行政版,2014,别克GL8,14.8万公里,2.4L,自动,35.81万,16.80万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,7,5266/1878/1800,3088,680,1860,自然吸气,4缸,186,240,汽油,92号,直喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,脚刹,225/60 R17,225/60 R17,标配,标配,标配,标配,标配,-
北京,别克GL8 2014款 2.4L LT豪华商务行政版,2014,别克GL8,14.8万公里,2.4L,自动,35.81万,16.80万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,7,5266/1878/1800,3088,680,1860,自然吸气,4缸,186,240,汽油,92号,直喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,脚刹,225/60 R17,225/60 R17,标配,标配,标配,标配,标配,-
重庆,福特 福睿斯 2015款 1.5L 自动时尚型,2015,福特,6.12万公里,1.5L,自动,13.00万,6.50万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4587/1825/1490,2687,448,1300,自然吸气,4缸,113,142,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
昆明,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,7.35万公里,1.8L,自动,14.86万,4.26万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,31,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,-,-,标配,标配,-
昆明,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,7.35万公里,1.8L,自动,14.86万,4.26万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,31,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,-,-,标配,标配,-
成都,现代 索纳塔八 2011款 2.0L 自动领先版,2011,现代,10.7万公里,2.0L,自动,19.53万,6.38万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,32,4820/1835/1475,2795,523,1460,自然吸气,4缸,165,198,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,215/55 R17,215/55 R17,标配,标配,-,标配,标配,-
成都,现代 索纳塔八 2011款 2.0L 自动领先版,2011,现代,10.7万公里,2.0L,自动,19.53万,6.38万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,32,4820/1835/1475,2795,523,1460,自然吸气,4缸,165,198,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,215/55 R17,215/55 R17,标配,标配,-,标配,标配,-
长沙,大众 捷达 2015款 1.6L 手动舒适型,2015,大众,4.52万公里,1.6L,手动,10.67万,4.58万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,选配,标配,标配,标配,-
长沙,大众 捷达 2015款 1.6L 手动舒适型,2015,大众,4.52万公里,1.6L,手动,10.67万,4.58万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4487/1706/1470,2603,466,1120,自然吸气,4缸,110,160,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,选配,标配,标配,标配,-
重庆,日产 蓝鸟 2016款 1.6L CVT智酷版,2016,日产,3.44万公里,1.6L,自动,14.32万,8.58万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4683/1780/1465,2700,521,1242,自然吸气,4缸,126,154,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/50 R17,205/50 R17,标配,标配,-,标配,标配,标配
南京,福特 福克斯 2012款 两厢 1.6L 手动舒适型,2012,福特,6.14万公里,1.6L,手动,13.01万,4.48万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,34,4368/1823/1483,2648,356,1282,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
南京,福特 福克斯 2012款 两厢 1.6L 手动舒适型,2012,福特,6.14万公里,1.6L,手动,13.01万,4.48万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,34,4368/1823/1483,2648,356,1282,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
上海,中华V5 2014款 1.5T 自动两驱豪华型,2014,中华V5,7.62万公里,1.5T,自动,12.79万,4.50万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4420/1800/1627,2630,430-1254,1420,涡轮增压,4缸,150,220,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,后H型纵向摆臂式,通风盘式,盘式,手刹,225/55 R17,225/55 R17,标配,标配,标配,标配,标配,标配
无锡,奥迪Q5 2015款 40 TFSI 技术型,2015,奥迪Q5,9.38万公里,2.0T,自动,46.85万,19.80万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,33,4629/1898/1655,2807,540,1900,涡轮增压,4缸,224,350,汽油,95号,混合喷射,前置四驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,盘式,电子驻车,235/60 R18,235/60 R18,标配,标配,标配,标配,标配,选配
太原,现代 瑞纳 2014款 1.4L 自动领先型GLX,2014,现代,8.41万公里,1.4L,自动,10.08万,4.80万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,11,4375/1700/1460,2570,454,1086,自然吸气,4缸,107,135,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,175/70 R14,175/70 R14,标配,-,-,标配,-,标配
成都,本田 飞度 2016款 1.5L LXS CVT舒适天窗版,2016,本田,5.16万公里,1.5L,自动,9.31万,7.20万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,17,4065/1695/1525,2530,-,1078,自然吸气,4缸,131,155,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,-,-,标配,标配,-
宁波,日产 骐达 2008款 1.6L 自动智能型,2008,日产,6.3万公里,1.6L,自动,13.76万,4.20万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4250/1695/1535,2600,289-463,1182,自然吸气,4缸,109,153,汽油,92号,多点电喷,前置前驱,电子液压助力,麦弗逊式独立悬架,带稳定杆扭力梁式后悬架,通风盘式,盘式,手刹,185/65 R15,185/65 R15,标配,-,-,标配,-,标配
徐州,大众CC 2011款 1.8TSI 豪华型,2011,大众CC,12.04万公里,1.8T,自动,28.63万,9.08万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,6,4799/1855/1417,2712,532,1535,涡轮增压,4缸,160,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,电子驻车,235/45 R17,235/45 R17,标配,标配,标配,标配,标配,标配
上海,奔驰C级 2015款 改款 C 200 L 运动型,2015,奔驰C级,7.14万公里,2.0T,自动,38.40万,20.40万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4783/1810/1442,2920,-,1650,涡轮增压,4缸,184,300,汽油,95号,直喷,前置后驱,电动助力,多连杆独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,-
石家,大众 途观 2013款 1.8TSI 自动四驱豪华型,2013,大众,8.47万公里,1.8T,自动,30.05万,11.80万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4506/1809/1685,2684,400-1530,1710,涡轮增压,4缸,160,250,汽油,95号,直喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,235/55 R17,235/55 R17,标配,标配,标配,标配,标配,选配
石家,大众 途观 2013款 1.8TSI 自动四驱豪华型,2013,大众,8.47万公里,1.8T,自动,30.05万,11.80万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4506/1809/1685,2684,400-1530,1710,涡轮增压,4缸,160,250,汽油,95号,直喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,235/55 R17,235/55 R17,标配,标配,标配,标配,标配,选配
沈阳,别克 英朗 2010款 GT 1.6L 自动时尚版,2010,别克,11.21万公里,1.6L,自动,16.58万,3.88万,国四,4次过户,非运营使用性质,公转私产权性质,到店服务看车方式,38,4671/1815/1478,2685,455,1410,自然吸气,4缸,121,150,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,-,-,标配,标配,-
沈阳,别克 英朗 2010款 GT 1.6L 自动时尚版,2010,别克,11.21万公里,1.6L,自动,16.58万,3.88万,国四,4次过户,非运营使用性质,公转私产权性质,到店服务看车方式,38,4671/1815/1478,2685,455,1410,自然吸气,4缸,121,150,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,-,-,标配,标配,-
沈阳,别克 英朗 2010款 GT 1.6L 自动时尚版,2010,别克,11.21万公里,1.6L,自动,16.58万,3.88万,国四,4次过户,非运营使用性质,公转私产权性质,到店服务看车方式,38,4671/1815/1478,2685,455,1410,自然吸气,4缸,121,150,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,-,-,标配,标配,-
杭州,起亚K3S 2014款 1.6L 自动GLS,2014,起亚K3S,9.8万公里,1.6L,自动,13.55万,4.89万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,20,4365/1780/1460,2700,-,1296,自然吸气,4缸,128,156,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,-,-,标配,标配,标配
唐山,日产 蓝鸟 2016款 1.6L CVT智酷版,2016,日产,8.54万公里,1.6L,自动,14.32万,7.40万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,19,4683/1780/1465,2700,521,1242,自然吸气,4缸,126,154,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/50 R17,205/50 R17,标配,标配,-,标配,标配,标配
唐山,别克 君越 2016款 20T 精英型,2016,别克,4.11万公里,1.5T,自动,26.03万,14.80万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,18,5018/1866/1459,2905,523,1510,涡轮增压,4缸,170,252,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,235/55 R17,235/55 R17,标配,标配,标配,标配,标配,标配
